1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
12.4820704,10.25880886,8.873021524,8.217652537,6.906057821,5.82310694,5.756464011,7.196969697,6.999092533,8.215535847,8.998469367,7.636108523,7.505394191,10.46469721,9.230325998,6.678216664,5.554131948,5.269688737,3.155665868,3.433516755,3.919591337,2.981574539,3.032139473,3.382646819,4.107250707,4.267174634,4.810235863,8.949953354,2.94426625,3.34686867,4.839403499,3.781807547,2.613433527,2.294061072,1.431611458,1.471710456,2.187364289,2.46594309,
